"Year","imdbRating","budget_raw","worldwide_raw","domestic_raw","big_money","avg_prior_Actors_total","avg_prior_Actors_ratio","avg_prior_Writer_total","avg_prior_Writer_ratio","avg_prior_Director_total","avg_prior_Director_ratio","Comedy","Drama","Romance","Adventure","Family","Horror","Mystery","Action","Crime","Fantasy","Thriller","Sci-Fi","History","Documentary","Music","Animation","Biography","Musical","Sport","Western","War"
2000,7.6,20000000,47881663,27277055,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,6.2,10000000,226792,226792,-1,7159361.6,0.941841580555556,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,4.2,11000000,274392880,90559416,1,2376499,1.9382495,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.9,2850000,6435262,3681066,1,28801663.6,0.861833305454545,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,6.7,55000000,366784257,177784257,1,156444037.777778,2.00002330107155,0,1,182365114,4.79908194736842,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.3,17500000,99965792,39687694,1,71059167.7142857,1.47054637451659,147080413,1.8385051625,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.1,20000000,72383924,67383924,1,99169157.6,1.83200340577186,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5.7,90000000,191200000,73209340,1,8948829.75,2.02840425,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2004,5.4,110000000,76482461,50026353,-1,81658915.225,2.64282479004068,0,1,32850000,0.845789473684211,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,5.2,18000000,62192232,30272254,1,60731018.75,2.2312443597561,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,5.6,15000000,8224998,8117637,-1,58868303,3.58885806016483,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.6,75000000,77636443,34636443,-1,67203921.375,1.55021792193907,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.8,4800000,82241110,47326473,1,20122879,1.66467631818182,30351664,20.2344426666667,30351664,20.2344426666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.4,7500000,33606409,17544812,1,41679149.5,2.04229264047619,54260187.6666667,12.7716488883648,54260187.6666667,12.7716488883648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.9,16000000,81742618,23618786,1,56523357,2.85925820222222,36950853,4.35996447169811,40260087,3.50670820754717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.7,25000000,14334401,13938332,-1,175755,0.925755,50274834,2.5137417,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.3,75000000,118230763,73034460,-1,71510840.5384615,4.39072405020155,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,8.2,17500000,36521223,23519128,1,59446484.2857143,1.25247446477652,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2004,7.6,12000000,92863945,11050094,1,112125166.4,4.21472407111111,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.6,16500000,16157923,13005485,-1,82919610.875,2.42728764587662,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.3,35000000,70064800,32064800,1,23199965,1.7030495277193,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000,5.9,123000000,345141403,260044825,1,37317749.75,1.48172058333333,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,6.3,50000000,177079973,105807520,1,43124934,1.50538593042018,0,1,213420951,4.7426878,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.7,137000000,245229234,132177234,-1,78202626.2666667,2.67095401988186,821565375,5.91054226618705,213200000,14.2133333333333,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,7.6,22000000,40270895,40270895,-1,72173497.25,1.55192774722222,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5.5,34000000,6543194,6543194,-1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.8,22000000,20034713,12784713,-1,1963401.5,0.63813475,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.3,18000000,16382538,14800725,-1,27422564.8,1.39851135466667,32305656.5,0.466762275,628468541.666667,5.79320160266667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.1,40000000,91729503,71440011,1,61704168.8,2.90878166836364,173044410,4.120105,173044410,4.120105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5.4,70000000,60279822,33561137,-1,123680682.4,2.37987828025541,0,1,62063972,1.44334818604651,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.5,14000000,13205411,12559771,-1,95668601.028169,2.64293049508575,54728008,1.73000766344697,38283765,1.08760696022727,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.1,105000000,348601023,144801023,1,110738538.285714,1.63200226736673,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,7.6,65000000,386116343,176387405,1,11710929.5,1.46348484666667,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,7.1,90000000,886968695,196573705,1,0,1,0,1,324678909.25,4.72274800185897,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,6.9,75000000,651899282,195330621,1,157300415.818182,3.40339291012143,19469757,0.587802817142857,323408177.5,4.59950079038462,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,7.3,28000000,82183683,52131264,1,99402986.2857143,2.35719032789779,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,6.2,15000000,12669914,12669914,-1,31023145.6,1.26663192922306,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2002,7,9000000,4777465,4777465,-1,60996560.8571429,1.44590404544279,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.1,30000000,31013349,19528602,-1,55746239.2,2.2156905841891,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,7.3,10000000,290875,228524,-1,27557101,1.26433892952381,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.6,55000000,16123323,16123323,-1,279959514,3.54809312201048,129868045,1.94297827777778,336002981,4.2000372625,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.2,40000000,6114237,6114237,-1,26500000,1.04444444444444,0,1,104488383,2.08976766,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2008,8,15000000,34533783,7800825,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.5,26000000,63489752,45489752,1,83751566.25,3.96230960381975,0,1,100560957.5,3.59267944259259,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.5,1700000,43430604,35930604,1,90834491.8,1.9539845164036,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.3,12000000,23693646,4717455,-1,22925745.6,1.05244939961538,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,7.2,23000000,24489150,6777741,-1,52250006.7647059,1.88937989157894,144787492.666667,11.8136076570153,101173038,13.8534714521896,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.7,1400000,56073,36830,-1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.3,185000000,786558145,317023851,1,111488005.470588,2.29855785554234,196308367,4.08975764583333,328653574.5,3.19196078755348,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.1,13000000,2613717,1151330,-1,74926231.5,3.14650833993106,0,1,113720160.9,1.90486709427493,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2009,8.3,70000000,316971720,120831050,1,140370761.583333,2.51070621485786,50187789,0.94693941509434,67554763.5,7.95193101892033,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,6.8,2000000,691880,691880,-1,0,1,894030,0.178806,894030,0.178806,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2006,7.7,50000000,184634237,88634237,1,113179526.555556,2.33055238168039,0,1,21984921.6666667,6.20498286296296,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2002,7.2,46000000,113622499,67263182,1,0,1,0,1,39723096,7.9446192,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.7,750000,47329,47329,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.8,50000000,41982227,18782227,-1,107701325.8,2.49299708254713,46176322,1.15440805,51618420,1.720614,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,8.2,20000000,56395211,18354356,1,35281793.0833333,1.20474244492302,0,1,29406132,0.6534696,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,6.3,60000000,121327628,35327628,1,184945758.25,4.60779247576112,0,1,75763814,2.91399284615385,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.4,49000000,124491364,37491364,1,152131978.304348,2.41344861640172,0,1,132866534.5,4.37202527475305,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2001,7.1,5500000,15155021,5580479,1,2933022,0.967260888888889,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,7.9,186000000,582443126,318604126,1,44512950.7142857,1.19490390286256,0,1,113800336,4.0183030625,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,5.2,36000000,2954405,2954405,-1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,7.4,2000000,1620620,120620,-1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,6.6,85000000,224614744,112735375,1,83574733.2840909,2.50362649815614,235937783,2.87378466838235,281325188.666667,3.82406157379336,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.6,5000000,79282312,64282312,1,65825127.2916667,2.07491484691809,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,7.1,72000000,96947540,62647540,-1,102295366.142857,1.81986636276082,427230516,5.02624136470588,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2001,4.3,14000000,16951798,13121555,-1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2001,6.9,22000000,33762400,30059386,-1,87670987.6666667,1.35677116883676,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6,10000000,58939035,37904175,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.5,25000000,35623801,35623801,-1,14734758.75,2.223475875,58939035,5.8939035,58939035,5.8939035,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,5.1,16000000,32832166,16204793,1,306040389,2.20670145590981,231450102,33.0643002857143,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.2,35000000,37066129,25266129,-1,0,1,33762400,1.53465454545455,33762400,1.53465454545455,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6,25000000,102992536,80936232,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,6.4,10800000,2862544,399879,-1,27658115.875,3.87852089962121,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.8,16000000,30987695,27087695,-1,42324143.25,1.1732414325,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.4,38000000,24515990,22770864,-1,16438557,1.160963925,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,36000000,102226631,71026631,1,48242409,1.97584616222222,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2003,6,45000000,163126676,28013509,1,0,1,287961426,2.36123069953052,17865209,0.595506966666667,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,4.1,12000000,31462753,31203964,1,67444364.4285714,4.27885673213075,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.6,14000000,25608779,25571351,-1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,5.3,22000000,14252830,14252830,-1,7456478.2,0.816187303333333,39620910,1.01645247126437,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,7.5,1300000,635305,635305,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5.8,45000000,240904370,101704370,1,84265046.7777778,2.25061428249055,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.6,23000000,21973182,21973182,-1,36309576.1052632,2.29938863636022,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,6,82500000,223113205,81168265,1,60414130.3846154,3.29022462058858,132397389,2.03688290769231,213300000,3.555,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,7.1,1000000,3557954,2678010,1,95523428.25,1.80747641053763,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.6,7000000,231450102,143495265,1,94788861.8571429,4.22528479151471,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.9,93000000,365900000,181166115,1,31535392.5,1.37607617916667,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,6.8,58000000,100687083,48318130,-1,78582895.8888889,3.72280335563353,160648493,3.49235854347826,145887732,6.73032324786325,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,5.4,19000000,56127162,56127162,1,75062368,2.71294110842987,0,1,52375275,3.491685,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,5.3,28000000,38159905,17326650,-1,54149053,3.11142834928775,0,1,195250462,4.14214363,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,4.4,15600000,13771817,13571817,-1,9631865.2,1.4603608432967,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.6,90000000,65716126,35168966,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2001,7.4,48000000,50315140,50315140,-1,93488084,1.69289267418301,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,6,10750000,32575443,3275443,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.3,60000000,90723216,66723216,-1,46957527.1428571,2.35653708275058,0,1,115786269,2.5730282,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,6.5,29000000,45336404,37036404,-1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.3,90000000,203877963,51877963,1,58333729.8,1.30659985058824,457683805,4.44353208737864,95068910,1.73205374222222,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.3,207000000,550517357,218080025,1,119092317.615385,2.65657800958691,0,1,985225113,10.0481601480578,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5.6,7000000,23393939,23247539,1,10237074.75,1.20225445833333,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.2,110000000,218853353,47398413,-1,28497406.2,1.55342676288961,0,1,322491723.333333,3.38287734209254,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.1,11000000,13000959,10214647,-1,56893846,3.40525183333333,307687518,10.2562506,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,6.7,1500000,8831884,7025722,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.7,10000000,17657973,17657973,-1,112854712.444444,3.45477277199285,374403478.5,2.580019325,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.1,27500000,219154490,148761765,1,25834971.5,1.53339886,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6.2,50000000,187858642,79957634,1,82438418.75,1.68003915945851,0,1,348601023,3.32000974285714,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.3,10000000,32430721,1430721,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.8,20000000,101004669,17104669,1,10694008,1.8194008,21388016,2.6388016,42776032,4.2776032,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.6,130000000,631910531,215434591,1,159118083.315789,2.25686695797136,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,7.2,700000,1140965,1140965,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.5,60000000,102332848,74541707,-1,115988327.25,1.7238498761169,54207112,1.02277569811321,27569967,3.201629,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,5.7,75000000,72785169,42285169,-1,103252944.8,2.5311238184097,304668822.333333,4.25197545487235,304668822.333333,4.25197545487235,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2006,8.3,6000000,26007,25317,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,6.2,20000000,44663506,39263506,1,92258426.1923077,2.50635311779684,0,1,21269089,0.873873865,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2009,5.3,100000000,69548641,49438370,-1,83681677.4285714,2.092641140668,4573158,1.0824083030303,104229037,1.17077741833333,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,5.7,94000000,274644183,131144183,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,3.1,17000000,15680099,15680099,-1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.4,12500000,10553442,5956480,-1,32091041,0.817955627919255,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.3,45000000,43343247,38399961,-1,78791356.8571429,2.8201827494898,0,1,98673351,2.60638783636364,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,12000000,2326407,2326407,-1,45030607.8,1.72234627111111,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.3,850000,833118,833118,-1,70723053.3888889,2.63869618663587,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.4,53000000,131159781,73357727,1,109647223.95,2.02251005587453,5345869,0.26729345,105001529,1.80674594962963,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2004,5.9,32000000,29948322,17848322,-1,169980430.333333,3.24068918558771,0,1,90495942.5,2.11027210555556,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.4,6500000,11850214,2339957,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2008,6.1,58000000,41273938,31373938,-1,17546772,1.25133634285714,0,1,33013805,1.13840706896552,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,4.7,18500000,4221341,4221341,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,6.2,18000000,141809235,96493426,1,23601247.75,2.72784667222222,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.4,25000000,125339088,90639088,1,81932433.7142857,2.7952979024812,141809235,7.87829083333333,8831884,5.88792266666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.8,100000000,201627117,118627117,1,126671283.666667,2.30304572058017,0,1,6830957,0.325283666666667,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,8,13000000,68756082,13756082,1,114202643.75,1.56573316964286,0,1,121165505.8,3.32727140995452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2007,5.2,35000000,70187088,43799818,1,27052196,2.35011065497145,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.6,18000000,23889158,15652637,-1,16425000,0.922894736842105,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,4.9,30000000,62432423,51432423,1,12781125.8,1.7996598006993,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,5.2,30000000,21758371,20422207,-1,55707320.4,2.72768237264227,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.6,14000000,14763019,5463019,-1,70205209.8214286,2.23274383570568,0,1,43430604,25.5474141176471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.9,8000000,100550977,59891098,1,80113243.7142857,1.67284849858833,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5.3,80000000,58270391,39442871,-1,31907507.5,1.26463721774194,4124136.66666667,0.838505694444444,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,7.3,110000000,383531464,134529403,1,84424159.7857143,2.08169348270094,0,1,103513666,3.41206859343434,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2005,6.7,2000000,12667,12667,-1,105152078.818182,4.15669168416215,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6.7,500000,602789,154187,-1,63670.75,0.759095821428571,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.8,80000000,54540662,20950820,-1,79967974.6,2.87191710215719,10070651,0.251766275,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,7.6,42000000,62142629,24149632,-1,140147771,2.12557262553781,218673959,2.91565278666667,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2000,5.2,20000000,18250106,15464026,-1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.8,4000000,112550685,44585453,1,61044001.8,1.54061064505051,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,4.8,28000000,31320293,16779636,-1,22679421,1.316985525,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,7.7,45000000,247967903,59472278,1,9737028.6,0.94351582,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,6.4,45000000,31077418,4617608,-1,49301758.8181818,1.5182285405303,45344589.6666667,1.43024135890653,519058123.5,4.07589720102564,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.2,6000000,4316497,54606,-1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.8,27000000,55495466,22495466,1,128039957.357143,2.29215336183045,0,1,122416066.666667,1.95078280145774,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,5,65000000,10014234,10014234,-1,12966930.75,1.07417326875,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.9,55000000,6521829,5755286,-1,105678669.230769,1.40498829701126,0,1,138173280,3.43995279094077,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,3.5,1000000,428535,428535,-1,6722689.66666667,0.995500663333333,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.6,500000,9079042,8117961,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2005,6.9,75000000,556559566,193595521,1,107145127.333333,2.60998442685465,0,1,74313126.5714286,1.57421782698413,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,6.8,150000000,599516844,180010950,1,198117574.52,3.40615100664638,371039710.666667,5.28052947555556,176532078.615385,2.66192024616809,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,6.5,5000000,5476060,5308707,-1,74084929.25,1.73779905666667,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
