"Year","imdbRating","budget_raw","worldwide_raw","domestic_raw","big_money","avg_prior_Actors_total","avg_prior_Actors_ratio","avg_prior_Writer_total","avg_prior_Writer_ratio","avg_prior_Director_total","avg_prior_Director_ratio","Comedy","Drama","Romance","Adventure","Family","Horror","Mystery","Action","Crime","Fantasy","Thriller","Sci-Fi","History","Documentary","Music","Animation","Biography","Musical","Sport","Western","War"
2000,5,33000000,173559438,117559438,1,7193409.25,1.54926769444444,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,4.5,40000000,137047376,70165972,1,88629651.7777778,2.67277240403485,98245631,2.340278804847,38778378,2.49552196666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,7.7,5000000,109280263,21995263,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,6,20000000,14603001,5005899,-1,79078805.25,3.10281169991799,14588821,4.31387191666667,10154577,2.36152953488372,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.1,13000000,8130727,4919896,-1,60316832.5,3.86710189968487,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2001,7.7,95000000,159691085,108638745,-1,98709790.2,1.22131753002475,0,1,403892042.5,4.23383661840196,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2001,4.6,35000000,33422806,33422806,-1,43389859.5,2.06484422727273,61530951.3333333,1.90023784969697,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,7.1,15000000,9396870,9396870,-1,114674012.941176,2.46327057857688,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,5.9,65000000,132397389,52397389,1,39126567.4285714,4.19795265515873,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,6.4,61000000,145594548,118594548,1,77814884.3846154,10.9884332616361,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,5,40000000,40435694,29374178,-1,1635798.5,0.798111720588235,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.6,25000000,20052958,3073392,-1,0,1,0,1,81079798,3.17959992156863,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,8,100000000,171377916,57377916,-1,104438779.333333,1.986406492715,0,1,456810575,3.26293267857143,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,6.4,50000000,26199517,26199517,-1,50076229.75,1.63344507472527,0,1,128874043,1.98267758461538,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,2.8,25000000,3605420,2405420,-1,110843385.5,2.78632178464052,0,1,8178569,0.40892845,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,7.6,30000000,83282296,52990775,1,5662576,0.935349845,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2002,5.6,30000000,51618420,40118420,-1,77379181.4,3.57688988807018,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,4.8,15000000,14933713,8586376,-1,43175242.5,1.99721358288977,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7.1,14000000,20597806,11242801,-1,76877016.2711864,2.46592414914842,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,6.6,17000000,2694071,2694071,-1,80335297.4545455,2.95888745434769,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,7.1,67500000,108394666,39394666,-1,165019001.666667,1.99015263487449,254696197.5,2.60889375707071,249396347.333333,2.66998234901164,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2000,7,9000000,28773637,16963963,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2008,7,150000000,313953759,114053759,1,65404897.1,1.25437416390747,0,1,225346180.571429,2.40616874033067,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,4,15000000,47721314,26421314,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000,5.7,35000000,53425292,36805288,-1,5840194.75,0.912227631944444,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,8.1,3000000,58576018,21576018,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2004,5.5,9000000,12512317,12232382,-1,64378953.75,1.85736676713714,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.5,450000,4087493,2075743,1,22950000,0.9795,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.3,30000000,115150424,58715510,1,78910288.4705882,2.26150691701947,0,1,73619917.5,11.7197306545455,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.2,25000000,137984788,82234139,1,67651392.5714286,2.64496962972085,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.7,25000000,281527158,71500556,1,35400673,1.41647951666667,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7.2,1000000,852206,852206,-1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,8500000,17260680,4444637,1,28971985,1.12893619287912,23693646,1.9744705,23693646,1.9744705,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,5.5,20000000,164675402,132675402,1,61164062.9655172,2.63353055524913,0,1,70394722,3.78525882954545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7.7,13900000,174097801,83043761,1,103422599.8,1.41915530079887,24405825,0.697309285714286,229214617,8.00166387104623,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7.3,12000000,450594,450594,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2009,7.2,26000000,45043870,28544157,-1,218381744.722222,2.67305915554624,158116998.333333,3.94666151296296,46437122,1.16092805,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2002,6.4,8000000,28315272,27362712,1,0,1,62432423,2.08108076666667,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6.7,81000000,483473962,242704995,1,87157073.7,1.75278262807263,0,1,30063805,0.501063416666667,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,5.9,42000000,130788243,60054530,1,40731699.25,1.30796848287671,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.2,1000000,1492895,1239183,-1,89037015.75,1.44832953529412,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,6.6,1600000,145382,145382,-1,0,1,3438804,1.719402,216371948.333333,3.35603181792025,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,6.9,15000000,353743,353743,-1,144680713.909091,2.43357674115041,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,6,4000000,7006708,7006708,-1,22755552.625,1.53620689738095,0,1,58368212.5,1.00690694621212,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,5.4,52000000,23010607,23010607,-1,81223881.4,5.86525626474359,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,7,2100000,1381824,881824,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2008,7,37000000,163415735,60355347,1,146274931.826087,2.2066667290139,98242754.25,3.65030991593407,88678441,2.81660362095238,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,5.6,1500000,30351664,21158188,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.9,12000000,8138000,8138000,-1,3101368.25,1.68980856060606,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009,7.4,20000000,19121531,14363397,-1,2190402,1.14825490909091,104843016,20.1069756481481,104843016,20.1069756481481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,7.4,7000000,49924079,28750530,1,33233325.6666667,2.14221988148148,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2001,5.9,57000000,62097495,25528495,-1,35351385.8571429,1.72272702340059,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,7.3,70000000,461667967,244082982,1,80440011.7272727,1.81929664304095,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,8,102000000,596365000,167365000,1,70397266.2857143,1.59595461721493,297534407.5,3.33344164687011,122134142,1.60185328888889,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2000,7.7,85000000,427230516,233632142,1,0,1,0,1,288693989,3.20771098888889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.8,14000000,5699773,4299773,-1,41266405.5555556,2.79361853975309,62097495,1.08942973684211,21607565.5,1.86348564642857,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2004,5.2,18000000,16930762,16703799,-1,49077091.75,1.77243941145833,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,3.3,100000000,82145379,40202379,-1,100694340.444444,2.71621772603286,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2005,6.2,7000,71644,70071,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,6.5,45000000,61475984,32003620,-1,48317160.5,1.68805277856289,97837138,8.89428527272727,90396664,3.47679476923077,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,6.6,18000000,17200925,17200925,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,7.8,55000000,113805580,35739802,1,146314898.2,1.85155178617373,0,1,112430601.833333,3.65421440573133,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,6.5,45000000,66790248,66790248,-1,98769001.4,1.53460243977247,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,6.8,150000000,474459076,206459076,1,151609451.1,2.55959330180421,0,1,242822303.5,2.69272203571429,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,12000000,5295909,3950294,-1,36503431,1.11103362954871,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.1,75000000,119512771,66661095,-1,188597668.388889,3.25374280020959,0,1,60884055.5,1.71258043428571,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,5.5,90000000,259736090,125305545,1,28475934,1.11774425454545,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.8,120000000,227200000,100814328,-1,148944564.933333,2.98942109016909,259736090,2.88595655555556,90463543,2.13538318518519,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.4,82500000,143985708,82985708,-1,91532643.7761194,2.50795285700143,159934607.5,3.29972652302326,3254127,21.69418,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,6.1,23000000,12291975,12189514,-1,55399457.1666667,2.42532324218976,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.7,9000000,12657377,6126237,-1,3733428.25,0.998895216666667,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.8,40000000,189714544,138614544,1,75640300.3611111,2.77707093160419,0,1,54251218.5,3.22287307894737,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.3,60000000,135015330,82571173,1,83647067.8518519,2.86009384588974,28063581,1.97703057894737,125867931.5,4.83503122548701,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.2,30000000,307687518,170687518,1,107915714.666667,3.89587524113527,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2005,5.8,60000000,314432738,135386665,1,66950631.1666667,3.91783991,0,1,169296573,1.69296573,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,7.1,42000000,227793915,106793915,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,7.9,76000000,69450202,35552383,-1,102771572.75,1.91283195531581,33649881,6.7299762,415169215,6.42917482692308,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2000,7.3,25000000,152500343,71309760,1,8365992.25,0.854574903125,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,5.1,50000000,96501902,73701902,-1,59563730.4285714,2.07329893930981,0,1,160648493,3.49235854347826,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,8,88000000,108539911,61649911,-1,186372980.066667,4.11219515682709,0,1,233687631.333333,2.48906981025641,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009,6,40000000,34372469,14046595,-1,111744148.833333,2.4288473921923,63489752,2.44191353846154,88203889,3.20909080788224,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,6.2,40000000,22433915,22433915,-1,170902350.333333,2.30067328601202,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.5,38000000,11817059,7871693,-1,36023562.125,1.3308367859127,0,1,141267370,1.88356493333333,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,5.2,500000,254293,254293,-1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2008,6.6,20000000,47300771,206678,1,28756140.2,2.46556733,41292179.25,3.2416595625,71890350.5,4.663918325,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.9,10000,138711,138711,1,1581179.6,0.79519172,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,7.5,5000000,25894473,24148068,1,25321800,1.40099090909091,35414264.5,1.2968434012987,35414264.5,1.2968434012987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.5,82500000,237555633,137355633,1,142786112.058824,2.11359579162533,241736981,3.48440717283951,72004159,0.654583263636364,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,7.3,35000000,115476509,33987757,1,126491246.833333,2.32819097206677,0,1,6291602,0.12583204,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,100000000,236827677,124870275,1,82157183.7777778,3.03131410765122,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,7.1,25000000,170764033,80048433,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2005,7.2,45000000,76669806,67264877,-1,126363586.071429,1.96500650054272,0,1,131638276,10.1260212307692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,6.3,7500000,1788324,197148,-1,46827932.3333333,1.50760946296296,0,1,1596672,0.122820923076923,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,4.4,20000000,8135024,8135024,-1,86411703.35,2.69788452291943,105332807.333333,1.93021405128205,11829341,0.4493422,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,7.2,80000000,161632614,95632614,1,134920896.777778,5.00407537876152,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,7.6,60000000,217670152,100170152,1,130667820.666667,2.78654601931779,0,1,87683966,0.804440055045872,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2006,6.3,6000000,119452,119452,-1,23308483.4285714,1.80631814462585,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7.1,29000000,33013805,16007718,-1,57979238.6,1.11023173167849,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2004,4.5,15000000,33118854,29331068,1,61996146,4.47214423749045,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,6.9,75000000,230884728,75976178,1,81085700.9795918,2.63614226528452,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,7.8,6400000,5645350,871577,-1,25010880.6,1.77425266074074,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2005,7.1,450000,909061,379418,1,134431895.857143,1.5563708892517,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.8,11000000,355968,355968,-1,84261333.5,1.75388615370902,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2009,7.7,60000000,126037057,75286229,1,107599679.444444,2.35549366774411,0,1,5409517,0.0721268933333333,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2001,4.6,11000000,23978402,23978402,1,1352379.25,0.768031723333333,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,5.5,60000000,172450423,109205660,1,137048378.545455,5.02735922544484,1825353.33333333,1.03173733333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5.5,45000000,115786269,60786269,1,10355303,0.647015937631579,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.7,25000000,56434942,34657731,1,88913071.6666667,2.748127884488,0,1,85497679.5,3.03222912424242,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,12000000,43924923,27838408,1,68869988.4285714,19.2883969657453,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2004,7.9,7303082,101173038,55334418,1,90433375.6666667,1.84835372428225,232016402,7.73388006666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7.3,8500000,47417251,39471742,1,112404771.888889,1.68254165316931,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,4.7,25000000,39393111,25590119,-1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,3.2,12000000,57000000,37188667,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7.9,15000000,213200000,128067808,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6.6,50000000,70114174,58640119,-1,73719635.25,2.61539980913691,128874043,1.98267758461538,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,4.9,35000000,25114901,19294901,-1,71625000,3.1375,161838076,4.0459519,161838076,4.0459519,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,5.2,3500000,96793,96793,-1,51628077.5,2.10863361842105,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,2.8,6000000,18209872,13235267,1,44259009.375,1.69359316462054,164285587,2.73809311666667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.5,60000000,164285587,104148781,1,79846633.8285714,2.79634775742589,0,1,59675307,6.28161126315789,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,8,12500000,45557491,4157491,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2003,5.4,80000000,182782518,102543518,1,116899038.75,2.27350065506371,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2002,6.7,15000000,12262065,9237470,-1,44287090.6,1.23956999400922,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2005,5.5,60000000,49473093,25473093,-1,115733601.55,2.23040994492158,161941727,3.23883454,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,5.4,10600000,34409206,22163442,1,71002309.8,1.36122228491176,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,4.9,7000000,32539681,32539681,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,2.7,20000000,84548426,48548426,1,82592617.3333333,2.89934077878788,277200000,14.5894736842105,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.4,28000000,103452875,58990765,1,68687146.3333333,2.56864637633375,138147082,2.14460811904762,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,6.6,4000000,18396382,13337299,1,31346583.125,1.17275776802423,190400000,1.96288659793814,23889158,1.32717544444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2009,6.4,800000,2194020,46742,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,7.9,4600000,3147385,1340891,-1,33788417.75,1.75142287962963,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.7,8000000,446438,23106,-1,45541844.4,5.13711503867787,45557491,3.64459928,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,7.4,20000000,46790428,8580428,1,2252941.25,0.809895471052631,0,1,104882031,1.31597817117647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,6.4,65000000,72516819,36316032,-1,141295087.066667,2.39587287438319,63148399.8333333,1.96537012719577,103787401,2.96535431428571,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2007,6.8,20000000,16907831,9534258,-1,73034364,2.493614695097,0,1,103096345,85.9136208333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.4,50000000,8374062,8355815,-1,34971774.2,1.246366881643,10014234,0.154065138461538,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,7.2,50000000,42268745,28644813,-1,217973907.384615,3.83179098644177,0,1,314094245.5,2.48835591928571,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,7.2,7000000,55863786,32241649,1,33044586.8,2.43965708712242,41666476,1.19047074285714,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,4.6,22000000,44400154,22400154,1,58063432,1.73630482387879,40363530,2.522720625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5.6,10000000,6244618,6044618,-1,4546940.4,1.0300814987013,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,5.5,5500000,50425450,50406346,1,84708298.8139535,2.70478857300701,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5.8,2750000,5394447,952620,-1,0,1,103452875,3.69474553571429,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5.6,17000000,23734486,22734486,-1,41569616.4285714,1.23486956916667,30987695,1.9367309375,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,4.6,58000000,80480566,29580087,-1,145380658.428571,3.36366077004716,164717033.25,3.34382995208333,172032393,3.47146270416667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,6.1,142000000,431942139,160942139,1,38169375.2,3.1560241825,0,1,105159085,3.75568160714286,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,7.3,2000000,1075504,638227,-1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,6.4,127500000,356148063,137748063,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,7.4,10000000,14156753,8112414,-1,0,1,0,1,47881663,2.39408315,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2008,1.9,20000000,34690901,14190901,-1,17040388.5,2.75475158823529,133313458.75,6.49534622938596,85351278.3333333,3.79730374444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,8,30000000,215196627,115646235,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2007,6.9,20000000,117573043,80209692,1,70288283.1,2.82546827755769,0,1,676698,0.0375943333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,4.8,30000000,7756224,480314,-1,44250391.2,2.0313180352381,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6.7,30000000,167791704,114326736,1,84738463.9166667,2.29775123456859,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2001,5.5,53000000,54207112,45207112,-1,31418929.4,0.998514060192308,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2005,6,50000000,22969202,10169202,-1,132124833.833333,1.85070344705057,7696529,1.71033977777778,130878188,1.78394324444444,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2001,6.3,50000000,104488383,54997476,1,8355621.25,0.988732035714286,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
